Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Crystallization_Method_Clean,Component_1_Name_Clean,Component_1_Conc_Normalized,Conc_Unit,Combined_Text,Method_Encoded,Component_Encoded,Temp (K)_scaled,pH_scaled,Matthews Coefficient_scaled,Percent Solvent Content_scaled
8CXK,"VAPOR DIFFUSION, HANGING DROP",293.0,6.88,2.59,52.44,1.4-1.6 M SODIUM MALONATE,,6.5,"VAPOR DIFFUSION, HANGING DROP",1.4-1.6 M SODIUM MALONATE,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 1.4-1.6 M SODIUM MALONATE",12,129,0.28525260140101494,0.055580956112620684,1.0787085440297082,1.109457431409092
8E7A,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,1.92,35.93,PEG 2000 MME,30 % (w/v),7.0,"VAPOR DIFFUSION, SITTING DROP",PEG 2000 MME,0.47712125471966244,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 2000 MME",13,1426,-0.04756301495626737,0.1374320307543385,-1.011484154801573,-1.1044352094228742
8ERM,"VAPOR DIFFUSION, HANGING DROP",298.0,7.44,2.02,39.21,AMMONIUM SULFATE AND 0.1 M TRIS,2 M,7.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE AND 0.1 M TRIS,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE AND 0.1 M TRIS",12,556,1.1172916422942207,0.4375526377739704,-0.6995150952745157,-0.6646067501903574
8FKL,"VAPOR DIFFUSION, HANGING DROP",295.0,9.0,3.15,61.0,PEG 8000,20%,9.0,"VAPOR DIFFUSION, HANGING DROP",PEG 8000,0.3010299956639812,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 8000",12,1520,0.6180682177582972,1.5016166081163007,2.8257352773812268,2.2573024347720017
8G3S,VAPOR DIFFUSION,285.0,7.5,2.25,45.45,MG FORMATE,0.17 M,7.5,VAPOR DIFFUSION,MG FORMATE,-0.769551078621726,M,VAPOR DIFFUSION [SEP] MG FORMATE,11,1163,-1.0460098640281144,0.47847817509482904,0.018013741637715106,0.17214007469101594
8G3X,VAPOR DIFFUSION,285.0,7.5,2.25,45.49,PEG3350,20.5% (w/v),7.5,VAPOR DIFFUSION,PEG3350,0.31175386105575426,%,VAPOR DIFFUSION [SEP] PEG3350,11,1578,-1.0460098640281144,0.47847817509482904,0.018013741637715106,0.17750383638897335
7YRK,"VAPOR DIFFUSION, HANGING DROP",277.0,8.5,1.77,30.52,OF ACETIC ACID-SODIUM ACETATE BUFFER (,0.1 M,4.7,"VAPOR DIFFUSION, HANGING DROP",OF ACETIC ACID-SODIUM ACETATE BUFFER (,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] OF ACETIC ACID-SODIUM ACETATE BUFFER (",12,1370,-2.3772723294572438,1.16057046377581,-1.479437744092158,-1.8298839790716288
7ZMX,"VAPOR DIFFUSION, SITTING DROP",295.0,8.4,1.86,33.9,PROTEIN SOLUTION: ING3 PHD AT 20 MG/ML IN TRIS 20 MM PH = 6.5,,8.4,"VAPOR DIFFUSION, SITTING DROP",PROTEIN SOLUTION: ING3 PHD AT 20 MG ML IN TRIS 20 MM PH = 6.5,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] PROTEIN SOLUTION: ING3 PHD AT 20 MG ML IN TRIS 20 MM PH = 6.5",13,1873,0.6180682177582972,1.0923612349077123,-1.1986655905178065,-1.3766461155942185
7ZOI,"VAPOR DIFFUSION, SITTING DROP",293.0,7.339999999999999,1.48,17.0,BIS-TRIS,0.1 M,5.5,"VAPOR DIFFUSION, SITTING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] BIS-TRIS",13,629,0.28525260140101494,0.36934340890587136,-2.3841480167206233,-3.6428354329812707
8AA6,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.09,41.02,TRIS 1.6 M NATRIUM CITRATE,50 mM,7.8,"VAPOR DIFFUSION, HANGING DROP",TRIS 1.6 M NATRIUM CITRATE,-1.3010299956639813,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] TRIS 1.6 M NATRIUM CITRATE",12,2232,-0.04756301495626737,0.6831058616991232,-0.4811367536055764,-0.4218965333577793
8AAE,"VAPOR DIFFUSION, HANGING DROP",291.0,7.4,2.13,42.17,"TRIS
1.6 M NATRIUM CITRATE",50 mM,7.4,"VAPOR DIFFUSION, HANGING DROP",TRIS 1.6 M NATRIUM CITRATE,-1.3010299956639813,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] TRIS 1.6 M NATRIUM CITRATE",12,2232,-0.04756301495626737,0.41026894622673116,-0.3563491297947535,-0.26768838454150085
8D5U,"VAPOR DIFFUSION, SITTING DROP",295.0,4.6,2.0,38.62,NACL AND 100 MM ACONA,1.2 M,4.6,"VAPOR DIFFUSION, SITTING DROP",NACL AND 100 MM ACONA,0.07918124604762482,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NACL AND 100 MM ACONA",13,1327,0.6180682177582972,-1.4995894620800163,-0.7619089071799271,-0.7437222352352313
8D5W,"VAPOR DIFFUSION, SITTING DROP",295.0,4.6,2.01,38.87,NACL AND 100 MM ACONA,1.2 M,4.6,"VAPOR DIFFUSION, SITTING DROP",NACL AND 100 MM ACONA,0.07918124604762482,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NACL AND 100 MM ACONA",13,1327,0.6180682177582972,-1.4995894620800163,-0.7307120012272221,-0.7101987246229968
8IWI,"VAPOR DIFFUSION, SITTING DROP",277.0,5.0,2.29,46.29,AMMONIUM SULFATE,3.2 M,5.0,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM SULFATE,0.505149978319906,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM SULFATE",13,530,-2.3772723294572438,-1.2267525466076237,0.14280136544853797,0.2847790703481234
7SLH,"VAPOR DIFFUSION, HANGING DROP",293.15,8.8,3.08,60.1,AMMONIUM SULFATE,2.4 M,8.8,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.38021124171160603,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.3102137726278073,1.365198150380105,2.6073569357122874,2.1366177965679576
7URP,"VAPOR DIFFUSION, SITTING DROP",293.0,6.779999999999999,2.65,53.51,CACL2,0.06M,6.779999999999999,"VAPOR DIFFUSION, SITTING DROP",CACL2,-1.2218487496163564,M,"VAPOR DIFFUSION, SITTING DROP [SEP] CACL2",13,686,0.28525260140101494,-0.012628272755477787,1.2658899797459424,1.2529380568294557
7UU0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.779999999999999,1.91,35.49,"SODIUM ACETATE
20% POLYETHYLENE GLYCOL 3350",0.2M,6.779999999999999,"VAPOR DIFFUSION, SITTING DROP",SODIUM ACETATE 20% POLYETHYLENE GLYCOL 3350,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM ACETATE 20% POLYETHYLENE GLYCOL 3350",13,2007,0.28525260140101494,-0.012628272755477787,-1.0426810607542787,-1.1634365881004067
7WZZ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.9,2.6,52.65,SODIUM THIOCYANATE,0.2M,6.9,"VAPOR DIFFUSION, HANGING DROP",SODIUM THIOCYANATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM THIOCYANATE",12,2131,0.28525260140101494,0.06922280188624062,1.1099054499824146,1.137617180323369
7X00,"VAPOR DIFFUSION, HANGING DROP",293.0,6.4,2.57,52.16,CITRIC ACID,0.04 M,6.4,"VAPOR DIFFUSION, HANGING DROP",CITRIC ACID,-1.3979400086720375,M,"VAPOR DIFFUSION, HANGING DROP [SEP] CITRIC ACID",12,728,0.28525260140101494,-0.27182334245424994,1.0163147321242967,1.0719110995233891
7X1B,"VAPOR DIFFUSION, HANGING DROP",293.0,6.9,2.52,51.2,SODIUM THIOCYANATE,0.2 M,6.9,"VAPOR DIFFUSION, HANGING DROP",SODIUM THIOCYANATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM THIOCYANATE",12,2131,0.28525260140101494,0.06922280188624062,0.8603302023607687,0.9431808187724094
7X1C,"VAPOR DIFFUSION, HANGING DROP",293.0,6.4,2.56,51.95,CITRIC ACID,0.04 M,6.4,"VAPOR DIFFUSION, HANGING DROP",CITRIC ACID,-1.3979400086720375,M,"VAPOR DIFFUSION, HANGING DROP [SEP] CITRIC ACID",12,728,0.28525260140101494,-0.27182334245424994,0.9851178261715916,1.043751350609113
7XMH,"VAPOR DIFFUSION, SITTING DROP",293.0,4.5,2.46,50.04,SODIUM ACETATE TRIHYDRATE,,4.5,"VAPOR DIFFUSION, SITTING DROP",SODIUM ACETATE TRIHYDRATE,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM ACETATE TRIHYDRATE",13,2019,0.28525260140101494,-1.5677986909481143,0.6731487666445345,0.7876317295316408
7XMP,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,2.11,41.76,AMMONIUM SULFATE,2M,6.5,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM SULFATE",13,530,0.3102137726278073,-0.20361411358615206,-0.41874294170016496,-0.3226669419455659
7Y6J,"VAPOR DIFFUSION, HANGING DROP",277.0,5.4,2.16,42.95,AMMONIUM SULFATE,1.75 M,5.4,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.24303804868629444,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,-2.3772723294572438,-0.953915631135231,-0.2627584119366357,-0.16309503143132903
8AVA,"VAPOR DIFFUSION, HANGING DROP",293.0,6.8,2.37,48.17,PEG 8000,12%,6.8,"VAPOR DIFFUSION, HANGING DROP",PEG 8000,0.07918124604762482,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 8000",12,1520,0.28525260140101494,0.0010135730181421495,0.39237661307018373,0.5368758701521271
8AWH,"VAPOR DIFFUSION, HANGING DROP",293.0,6.8,2.38,48.25,PEG 8000,12%,6.8,"VAPOR DIFFUSION, HANGING DROP",PEG 8000,0.07918124604762482,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 8000",12,1520,0.28525260140101494,0.0010135730181421495,0.42357351902288876,0.547603393548042
8BI3,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.48,50.39,20-30% PEG4000,,8.5,"VAPOR DIFFUSION, HANGING DROP",20-30% PEG4000,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 20-30% PEG4000",12,300,0.28525260140101494,1.16057046377581,0.7355425785499459,0.8345646443887693
8BKF,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.09,41.18,20-30% PEG4000,,8.5,"VAPOR DIFFUSION, HANGING DROP",20-30% PEG4000,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 20-30% PEG4000",12,300,0.28525260140101494,1.16057046377581,-0.4811367536055764,-0.40044148656594974
8BRS,MICROBATCH,293.0,7.5,2.51,51.07,HEPES,100 mM,7.5,MICROBATCH,HEPES,-1.0,MM,MICROBATCH [SEP] HEPES,7,923,0.28525260140101494,0.47847817509482904,0.8291332964080623,0.9257485932540471
8BRT,MICROBATCH,293.0,7.5,2.51,51.07,HEPES,100 mM,7.5,MICROBATCH,HEPES,-1.0,MM,MICROBATCH [SEP] HEPES,7,923,0.28525260140101494,0.47847817509482904,0.8291332964080623,0.9257485932540471
8EA7,"VAPOR DIFFUSION, SITTING DROP",293.0,7.109999999999999,2.35,47.64,"0.15 - 0.22 M NANO3 
20 - 31 % (W/V) PEG 3350",,7.109999999999999,"VAPOR DIFFUSION, SITTING DROP",0.15 - 0.22 M NANO3 20 - 31 % (W V) PEG 3350,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] 0.15 - 0.22 M NANO3 20 - 31 % (W V) PEG 3350",13,59,0.28525260140101494,0.212462182509246,0.3299828011647723,0.4658060276541899
8EAB,"VAPOR DIFFUSION, SITTING DROP",293.0,6.839999999999999,2.36,47.98,"0.15 - 0.22 M NANO3 
20 - 31 % (W/V) PEG 3350",,6.839999999999999,"VAPOR DIFFUSION, SITTING DROP",0.15 - 0.22 M NANO3 20 - 31 % (W V) PEG 3350,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] 0.15 - 0.22 M NANO3 20 - 31 % (W V) PEG 3350",13,59,0.28525260140101494,0.02829726456538081,0.3611797071174773,0.5113980020868283
8I5S,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.2,44.2,AMMONIUM SULFATE,0.18 M,5.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,-0.744727494896694,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,-0.5467864394921909,-0.8857064022671332,-0.1379707881258128,0.004522521629843458
8I5U,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.2,44.2,AMMONIUM SULFATE,0.18 M,5.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,-0.744727494896694,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,-0.5467864394921909,-0.8857064022671332,-0.1379707881258128,0.004522521629843458
8OKN,"VAPOR DIFFUSION, SITTING DROP",293.0,6.88,2.61,52.93,1,0.12M,6.88,"VAPOR DIFFUSION, SITTING DROP",1,-0.9208187539523752,M,"VAPOR DIFFUSION, SITTING DROP [SEP] 1",13,99,0.28525260140101494,0.055580956112620684,1.1411023559351194,1.1751635122090718
5SMN,"VAPOR DIFFUSION, SITTING DROP",293.15,6.5,1.89,34.92,PEG 4K,15%,6.5,"VAPOR DIFFUSION, SITTING DROP",PEG 4K,0.17609125905568124,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 4K",13,1488,0.3102137726278073,-0.20361411358615206,-1.10507487265969,-1.2398701922963014
7URL,"VAPOR DIFFUSION, SITTING DROP",295.0,7.0,2.05,39.9,PEG 3350,5%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG 3350,-0.3010299956639812,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 3350",13,1441,0.6180682177582972,0.1374320307543385,-0.6059243774163993,-0.5720818609005905
7YUG,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,1.96,37.21,V/V PEG500*MME;10% W/V PEG 20000,20%,7.0,"VAPOR DIFFUSION, SITTING DROP",V V PEG500*MME;10% W V PEG 20000,0.3010299956639812,%,"VAPOR DIFFUSION, SITTING DROP [SEP] V V PEG500*MME;10% W V PEG 20000",13,2302,-0.04756301495626737,0.1374320307543385,-0.88669653099075,-0.9327948350882335
7ZL5,"VAPOR DIFFUSION, HANGING DROP",293.0,9.0,2.37,48.18,28-31% PEG4000,,9.0,"VAPOR DIFFUSION, HANGING DROP",28-31% PEG4000,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 28-31% PEG4000",12,360,0.28525260140101494,1.5016166081163007,0.39237661307018373,0.5382168105766163
7ZL6,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.12,41.86,SODIUM CITRATE,1.5 M,8.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.17609125905568124,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,0.28525260140101494,0.8195243194353196,-0.38754603574745855,-0.30925753770067194
8A8O,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.23,44.84,PURIFIED PAPS REDUCTASE FROM METHANOTHERMOCOCCUS THERMOLITHOTROPHICUS AT A CONCENTRATION OF 20 MG.ML-1 WAS ANAEROBICALLY CRYSTALLIZED INSIDE A COY TENT (N2/H2 AT A 96:4 RATIO) UNDER YELLOW LIGHT CONDITION. 0.7 UL OF PAPSR IN 25 MM TRIS/HCL,,7.6,"VAPOR DIFFUSION, SITTING DROP",PURIFIED PAPS REDUCTASE FROM METHANOTHERMOCOCCUS THERMOLITHOTROPHICUS AT A CONCENTRATION OF 20 MG.ML-1 WAS ANAEROBICALLY CRYSTALLIZED INSIDE A COY TENT (N2 H2 AT A 96:4 RATIO) UNDER YELLOW LIGHT CONDITION. 0.7 UL OF PAPSR IN 25 MM TRIS HCL,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] PURIFIED PAPS REDUCTASE FROM METHANOTHERMOCOCCUS THERMOLITHOTROPHICUS AT A CONCENTRATION OF 20 MG.ML-1 WAS ANAEROBICALLY CRYSTALLIZED INSIDE A COY TENT (N2 H2 AT A 96:4 RATIO) UNDER YELLOW LIGHT CONDITION. 0.7 UL OF PAPSR IN 25 MM TRIS HCL",13,1929,0.28525260140101494,0.1374320307543385,-0.04438007026769633,0.09034270879716386
8AFN,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,2.63,53.3,HEPES,0.095 M,7.1,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.0222763947111522,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,-2.3772723294572438,0.8877335483034174,1.203496167840531,1.2247783079151784
8BJ8,"VAPOR DIFFUSION, SITTING DROP",295.15,7.6,1.81,31.88,LITHIUM CHLORIDE,1 M,7.6,"VAPOR DIFFUSION, SITTING DROP",LITHIUM CHLORIDE,0.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] LITHIUM CHLORIDE",13,1056,0.6430293889850897,0.5466874039629269,-1.354650120281335,-1.6475160813410732
8CCA,"VAPOR DIFFUSION, HANGING DROP",293.0,7.06,2.27,45.82,PEG3350,18%,7.06,"VAPOR DIFFUSION, HANGING DROP",PEG3350,0.25527250510330607,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG3350",12,1578,0.28525260140101494,0.1783575680751971,0.08040755354312654,0.22175487039712266
8CCE,"VAPOR DIFFUSION, HANGING DROP",293.0,6.24,2.29,46.36,PEG3350,22%,6.24,"VAPOR DIFFUSION, HANGING DROP",PEG3350,0.3424226808222063,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG3350",12,1578,0.28525260140101494,-0.380958108643207,0.14280136544853797,0.2941656533195491
8CCG,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.4,48.81,PEG3350,32%,6.5,"VAPOR DIFFUSION, HANGING DROP",PEG3350,0.505149978319906,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG3350",12,1578,0.28525260140101494,-0.20361411358615206,0.4859673309283002,0.6226960573194475
8G65,VAPOR DIFFUSION,278.0,6.2,2.39,48.47,RESERVOIR SOLUTION: 50 MM MES (,,6.2,VAPOR DIFFUSION,RESERVOIR SOLUTION: 50 MM MES (,-0.6989700043360187,UNKNOWN,VAPOR DIFFUSION [SEP] RESERVOIR SOLUTION: 50 MM MES (,11,1955,-2.2108645212786024,-0.40824180019044626,0.45477042497559517,0.5771040828868081
8GQZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.19,43.91,CA(OAC)2,140 mM,7.0,"VAPOR DIFFUSION, SITTING DROP",CA(OAC)2,-0.8538719643217619,MM,"VAPOR DIFFUSION, SITTING DROP [SEP] CA(OAC)2",13,681,0.28525260140101494,0.1374320307543385,-0.1691676940785192,-0.0343647506803494
8GR9,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.42,49.18,KCL,80 mM,7.5,"VAPOR DIFFUSION, SITTING DROP",KCL,-1.0969100130080565,MM,"VAPOR DIFFUSION, SITTING DROP [SEP] KCL",13,1017,0.28525260140101494,0.47847817509482904,0.5483611428337116,0.6723108530255543
8IC9,"VAPOR DIFFUSION, HANGING DROP",277.0,4.0,1.91,35.73,2-METHYL-2,38%,4.0,"VAPOR DIFFUSION, HANGING DROP",2-METHYL-2,0.5797835966168101,%,"VAPOR DIFFUSION, HANGING DROP [SEP] 2-METHYL-2",12,269,-2.3772723294572438,-1.9088448352886047,-1.0426810607542787,-1.1312540179126622
7PVL,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.17,43.37,TRIS,0.1 M,8.5,"VAPOR DIFFUSION, SITTING DROP",TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] TRIS",13,2227,0.28525260140101494,1.16057046377581,-0.23156150598393063,-0.10677553360277581
7ZDY,"VAPOR DIFFUSION, HANGING DROP",293.0,5.9,2.52,51.13,POLYETHYLENE GLYCOL 8000,3%,5.9,"VAPOR DIFFUSION, HANGING DROP",POLYETHYLENE GLYCOL 8000,-0.5228787452803376,%,"VAPOR DIFFUSION, HANGING DROP [SEP] POLYETHYLENE GLYCOL 8000",12,1696,0.28525260140101494,-0.6128694867947405,0.8603302023607687,0.9337942358009838
7ZIV,"VAPOR DIFFUSION, HANGING DROP",293.0,6.32,2.0,38.38,MES,0.1 M,6.0,"VAPOR DIFFUSION, HANGING DROP",MES,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] MES",12,1135,0.28525260140101494,-0.32639072554872844,-0.7619089071799271,-0.7759048054229757
7ZJB,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,3.32,62.92,AMMONIUM SULFATE,2.0 M,6.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.20361411358615206,3.3560826785772235,2.5147629962739626
8BNY,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.234,44.278,HEPES,0.1 M,7.5,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,-0.022601843729474984,0.47847817509482904,-0.03190130788661404,0.014981856940860065
8C10,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.9,35.41,MGCL2,0.2 M,8.5,"VAPOR DIFFUSION, SITTING DROP",MGCL2,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MGCL2",13,1167,0.28525260140101494,1.16057046377581,-1.0738779667069842,-1.1741641114963224
8CNR,"VAPOR DIFFUSION, SITTING DROP",293.15,7.6,2.44,49.55,CRYSTALLISATION WAS PERFORMED ANAEROBICALLY AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2/H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION AND THE DROP WAS FORMED BY SPOTTING 0.55 UL PROTEIN WITH 0.55 UL OF 20% (W/V) PEG 3,,7.6,"VAPOR DIFFUSION, SITTING DROP",CRYSTALLISATION WAS PERFORMED ANAEROBICALLY AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2 H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION AND THE DROP WAS FORMED BY SPOTTING 0.55 UL PROTEIN WITH 0.55 UL OF 20% (W V) PEG 3,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] CRYSTALLISATION WAS PERFORMED ANAEROBICALLY AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2 H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION AND THE DROP WAS FORMED BY SPOTTING 0.55 UL PROTEIN WITH 0.55 UL OF 20% (W V) PEG 3",13,756,0.3102137726278073,0.5466874039629269,0.610754954739123,0.721925648731661
8CNS,"VAPOR DIFFUSION, SITTING DROP",293.15,7.6,2.41,49.06,CRYSTALLISATION WAS PERFORMED ANAEROBICALLY BY INITIAL SCREENING AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2/H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION,,7.6,"VAPOR DIFFUSION, SITTING DROP",CRYSTALLISATION WAS PERFORMED ANAEROBICALLY BY INITIAL SCREENING AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2 H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] CRYSTALLISATION WAS PERFORMED ANAEROBICALLY BY INITIAL SCREENING AT 20 DEGREE CELSIUS USING THE SITTING DROP METHOD ON 96-WELL MRC 2-DROP POLYSTYRENE CRYSTALLISATION PLATES (SWISSCI) IN A COY TENT CONTAINING A N2 H2 (97:3%) ATMOSPHERE. THE RESERVOIR CHAMBER WAS FILLED WITH 90 UL OF CRYSTALLISATION CONDITION",13,757,0.3102137726278073,0.5466874039629269,0.5171642368810065,0.656219567931682
8GPS,VAPOR DIFFUSION,293.0,7.5,2.02,39.04,SODIUM CHLORIDE,0.1 M,7.5,VAPOR DIFFUSION,SODIUM CHLORIDE,-1.0,M,VAPOR DIFFUSION [SEP] SODIUM CHLORIDE,11,2038,0.28525260140101494,0.47847817509482904,-0.6995150952745157,-0.6874027374066771
8GYN,"VAPOR DIFFUSION, HANGING DROP",298.0,5.84,2.04,39.85,SUCCINIC ACID,0.1 M,5.84,"VAPOR DIFFUSION, HANGING DROP",SUCCINIC ACID,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SUCCINIC ACID",12,2157,1.1172916422942207,-0.6537950241155996,-0.6371212833691042,-0.578786563023037
8I2D,MICROBATCH,293.0,6.5,2.03,39.29,PEG3350,20% (w/v),6.5,MICROBATCH,PEG3350,0.3010299956639812,%,MICROBATCH [SEP] PEG3350,7,1578,0.28525260140101494,-0.20361411358615206,-0.6683181893218106,-0.6538792267944427
7UGF,"VAPOR DIFFUSION, HANGING DROP",292.0,6.5,2.16,42.93,LITHIUM SULFATE MONOHYDRATE,0.2M,6.5,"VAPOR DIFFUSION, HANGING DROP",LITHIUM SULFATE MONOHYDRATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] LITHIUM SULFATE MONOHYDRATE",12,1067,0.11884479322237378,-0.20361411358615206,-0.2627584119366357,-0.16577691228030822
7ULD,"VAPOR DIFFUSION, SITTING DROP",291.0,7.1,2.0,38.4,AMMONIUM SULFATE,0.8 M,7.1,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM SULFATE,-0.09691001300805639,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM SULFATE",13,530,-0.04756301495626737,0.20564125962243635,-0.7619089071799271,-0.7732229245739975
